customerNumber,productName,orderMonth,priceEach,quantityOrdered,final_payment
148,"1939 Cadillac Limousine",9,47.29,30,1418.70
148,"1996 Peterbilt 379 Stake Bed with Outrigger",9,62.05,49,3040.45
148,"1982 Camaro Z28",9,95.08,20,1901.60
311,"1957 Chevy Pickup",9,114.95,24,2758.80
311,"1998 Chrysler Plymouth Prowler",9,152.27,43,6547.61
311,"1964 Mercedes Tour Bus",9,106.78,49,5232.22
311,"1926 Ford Fire Engine",9,58.34,39,2275.26
311,"1992 Ferrari 360 Spider red",9,167.65,21,3520.65
311,"1962 Volkswagen Microbus",9,109.90,42,4615.80
311,"1958 Chevy Corvette Limited Edition",9,29.35,30,880.50
311,"1980’s GM Manhattan Express",9,84.75,27,2288.25
311,"1954 Greyhound Scenicruiser",9,43.29,41,1774.89
311,"Diamond T620 Semi-Skirted Tanker",9,108.81,26,2829.06
333,"1970 Triumph Spitfire",9,117.77,35,4121.95
333,"1970 Dodge Coronet",9,49.13,25,1228.25
333,"1992 Porsche Cayenne Turbo Silver",9,112.37,23,2584.51
333,"1950's Chicago Surface Lines Streetcar",9,57.17,33,1886.61
141,"2001 Ferrari Enzo",9,201.57,20,4031.40
141,"1969 Corvair Monza",9,128.42,42,5393.64
141,"1969 Ford Falcon",9,155.72,49,7630.28
141,"1903 Ford Model A",9,125.66,31,3895.46
141,"Collectable Wooden Train",9,82.69,29,2398.01
141,"1904 Buick Runabout",9,82.50,22,1815.00
141,"18th century schooner",9,111.83,40,4473.20
141,"1962 City of Detroit Streetcar",9,53.31,31,1652.61
141,"The Schooner Bluenose",9,58.00,43,2494.00
141,"The Mayflower",9,80.55,31,2497.05
141,"The Titanic",9,87.15,50,4357.50
141,"The Queen Mary",9,85.41,20,1708.20
141,"Pont Yacht",9,51.87,50,2593.50
219,"1912 Ford Model T Delivery Wagon",10,75.23,31,2332.13
219,"The USS Constitution Ship",10,59.27,36,2133.72
186,"1972 Alfa Romeo GTA",10,129.20,32,4134.40
186,"1980s Black Hawk Helicopter",10,138.77,38,5273.26
186,"1999 Yamaha Speed Boat",10,83.44,44,3671.36
186,"1941 Chevrolet Special Deluxe Cabriolet",10,105.87,29,3070.23
186,"1900s Vintage Bi-Plane",10,62.34,23,1433.82
186,"1937 Horch 930V Limousine",10,56.55,34,1922.70
186,"1940 Ford Delivery Sedan",10,76.31,37,2823.47
186,"Corsair F4U ( Bird Cage)",10,58.69,44,2582.36
186,"HMS Bounty",10,89.61,32,2867.52
186,"America West Airlines B757-200",10,87.75,20,1755.00
186,"F/A 18 Hornet 1/72",10,76.80,43,3302.40
186,"American Airlines: MD-11S",10,70.33,44,3094.52
186,"Boeing X-32A JSF",10,49.16,34,1671.44
141,"1930 Buick Marquette Phaeton",10,43.64,20,872.80
141,"American Airlines: B767-300",10,77.64,48,3726.72
473,"P-51-D Mustang",10,69.27,33,2285.91
473,"1928 British Royal Navy Airplane",10,89.72,40,3588.80
473,"1900s Vintage Tri-Plane",10,66.65,33,2199.45
473,"1997 BMW F650 ST",10,83.91,34,2852.94
473,"1928 Ford Phaeton Deluxe",10,56.41,28,1579.48
473,"ATA: B757-300",10,109.16,48,5239.68
121,"1960 BSA Gold Star DBD34",10,67.79,22,1491.38
321,"1969 Harley Davidson Ultimate Chopper",10,81.35,49,3986.15
321,"1996 Moto Guzzi 1100i",10,101.10,37,3740.70
321,"2003 Harley-Davidson Eagle Drag Bike",10,170.42,22,3749.24
321,"1968 Ford Mustang",10,188.73,41,7737.93
321,"2002 Suzuki XREO",10,131.04,38,4979.52
321,"1970 Plymouth Hemi Cuda",10,67.03,24,1608.72
321,"1936 Harley Davidson El Knucklehead",10,51.48,42,2162.16
321,"1969 Dodge Super Bee",10,66.74,21,1401.54
321,"1976 Ford Gran Torino",10,129.35,25,3233.75
321,"1957 Vespa GS150",10,54.71,21,1148.91
321,"1957 Corvette Convertible",10,142.85,32,4571.20
321,"1997 BMW R 1100 S",10,100.30,44,4413.20
321,"1982 Ducati 900 Monster",10,67.18,27,1813.86
321,"1971 Alpine Renault 1600s",10,49.60,50,2480.00
321,"1961 Chevrolet Impala",10,80.84,23,1859.32
321,"1982 Ducati 996 R",10,39.43,35,1380.05
321,"1974 Ducati 350 Mk3 Desmo",10,86.74,23,1995.02
321,"2002 Yamaha YZR M1",10,78.11,31,2421.41
347,"1968 Dodge Charger",10,96.30,46,4429.80
347,"1969 Dodge Charger",10,93.28,50,4664.00
347,"1948 Porsche 356-A Roadster",10,70.84,38,2691.92
347,"1992 Ferrari 360 Spider red",10,140.55,20,2811.00
347,"1982 Lamborghini Diablo",10,30.59,42,1284.78
347,"1956 Porsche 356A Coupe",10,130.60,35,4571.00
227,"1993 Mazda RX-7",10,121.72,28,3408.16
227,"1965 Aston Martin DB5",10,102.04,43,4387.72
227,"1995 Honda Civic",10,139.41,48,6691.68
227,"1999 Indy 500 Monte Carlo SS",10,125.40,23,2884.20
227,"1948 Porsche Type 356 Roadster",10,132.80,36,4780.80
227,"1957 Ford Thunderbird",10,62.72,25,1568.00
227,"1970 Chevy Chevelle SS 454",10,73.49,37,2719.13
227,"1966 Shelby Cobra 427 S/C",10,47.29,23,1087.67
227,"1949 Jaguar XK 120",10,82.69,20,1653.80
227,"1952 Citroen-15CV",10,108.04,25,2701.00
227,"1969 Chevrolet Camaro Z28",10,72.77,20,1455.40
227,"2002 Chevy Corvette",10,94.23,30,2826.90
321,"1937 Lincoln Berline",10,87.33,48,4191.84
321,"1936 Mercedes-Benz 500K Special Roadster",10,45.28,45,2037.60
321,"1917 Grand Touring Sedan",10,141.10,29,4091.90
321,"1911 Ford Town Car",10,53.28,27,1438.56
321,"1932 Model A Ford J-Coupe",10,113.15,38,4299.70
321,"1928 Mercedes-Benz SSK",10,156.94,48,7533.12
321,"1932 Alfa Romeo 8C2300 Spider Sport",10,86.51,39,3373.89
321,"1939 Chevrolet Deluxe Coupe",10,27.55,37,1019.35
321,"1938 Cadillac V-16 Presidential Limousine",10,38.98,43,1676.14
321,"1936 Mercedes Benz 500k Roadster",10,32.82,37,1214.34
424,"1952 Alpine Renault 1300",10,212.16,21,4455.36
424,"1913 Ford Model T Speedster",10,101.31,31,3140.61
424,"1934 Ford V8 Coupe",10,59.96,48,2878.08
424,"18th Century Vintage Horse Carriage",10,101.58,40,4063.20
424,"1917 Maxwell Touring Car",10,80.36,43,3455.48
424,"1936 Chrysler Airflow",10,96.42,42,4049.64
452,"1962 LanciaA Delta 16V",10,143.31,21,3009.51
452,"1958 Setra Bus",10,121.64,49,5960.36
452,"1940 Ford Pickup Truck",10,103.84,36,3738.24
452,"1940s Ford truck",10,107.76,45,4849.20
452,"1939 Cadillac Limousine",10,46.29,25,1157.25
452,"1980’s GM Manhattan Express",10,91.49,24,2195.76
452,"1996 Peterbilt 379 Stake Bed with Outrigger",10,57.53,49,2818.97
452,"1982 Camaro Z28",10,86.99,39,3392.61
148,"2001 Ferrari Enzo",10,168.32,44,7406.08
148,"1969 Corvair Monza",10,123.89,34,4212.26
148,"1969 Ford Falcon",10,152.26,27,4111.02
148,"1957 Chevy Pickup",10,109.02,48,5232.96
148,"1998 Chrysler Plymouth Prowler",10,134.26,29,3893.54
148,"1964 Mercedes Tour Bus",10,120.28,46,5532.88
148,"1926 Ford Fire Engine",10,60.77,31,1883.87
148,"1992 Ferrari 360 Spider red",10,154.10,47,7242.70
148,"Collectable Wooden Train",10,84.71,50,4235.50
148,"1970 Triumph Spitfire",10,123.51,28,3458.28
148,"1970 Dodge Coronet",10,46.82,25,1170.50
148,"1962 Volkswagen Microbus",10,117.57,32,3762.24
148,"1958 Chevy Corvette Limited Edition",10,31.12,27,840.24
148,"1992 Porsche Cayenne Turbo Silver",10,106.45,24,2554.80
148,"1954 Greyhound Scenicruiser",10,50.86,48,2441.28
148,"1950's Chicago Surface Lines Streetcar",10,55.30,44,2433.20
148,"Diamond T620 Semi-Skirted Tanker",10,106.49,48,5111.52
148,"1962 City of Detroit Streetcar",10,49.21,38,1869.98
462,"1903 Ford Model A",10,136.59,43,5873.37
462,"1904 Buick Runabout",10,72.85,26,1894.10
462,"The Mayflower",10,76.22,29,2210.38
448,"1972 Alfa Romeo GTA",10,123.76,44,5445.44
448,"1980s Black Hawk Helicopter",10,141.92,43,6102.56
448,"1999 Yamaha Speed Boat",10,69.68,46,3205.28
448,"1941 Chevrolet Special Deluxe Cabriolet",10,84.70,34,2879.80
448,"18th century schooner",10,110.60,33,3649.80
448,"1900s Vintage Bi-Plane",10,54.81,21,1151.01
448,"1912 Ford Model T Delivery Wagon",10,77.00,20,1540.00
448,"1937 Horch 930V Limousine",10,64.44,32,2062.08
448,"1940 Ford Delivery Sedan",10,73.80,29,2140.20
448,"The Schooner Bluenose",10,66.00,43,2838.00
448,"HMS Bounty",10,87.80,29,2546.20
448,"The USS Constitution Ship",10,62.16,46,2859.36
448,"The Titanic",10,85.14,24,2043.36
448,"The Queen Mary",10,83.42,28,2335.76
448,"Boeing X-32A JSF",10,42.71,40,1708.40
448,"Pont Yacht",10,43.68,38,1659.84
161,"1969 Harley Davidson Ultimate Chopper",10,94.74,36,3410.64
161,"1996 Moto Guzzi 1100i",10,97.53,27,2633.31
161,"2003 Harley-Davidson Eagle Drag Bike",10,160.74,20,3214.80
161,"P-51-D Mustang",10,75.19,21,1578.99
161,"1936 Harley Davidson El Knucklehead",10,49.06,46,2256.76
161,"1997 BMW R 1100 S",10,103.68,50,5184.00
161,"1928 British Royal Navy Airplane",10,93.01,49,4557.49
161,"1960 BSA Gold Star DBD34",10,72.36,29,2098.44
161,"Corsair F4U ( Bird Cage)",10,57.32,27,1547.64
161,"1900s Vintage Tri-Plane",10,68.10,48,3268.80
161,"1997 BMW F650 ST",10,89.90,28,2517.20
161,"1928 Ford Phaeton Deluxe",10,57.78,31,1791.18
161,"1930 Buick Marquette Phaeton",10,39.71,48,1906.08
161,"American Airlines: B767-300",10,91.34,28,2557.52
161,"America West Airlines B757-200",10,87.75,31,2720.25
161,"ATA: B757-300",10,94.92,36,3417.12
161,"F/A 18 Hornet 1/72",10,72.00,48,3456.00
161,"American Airlines: MD-11S",10,67.37,39,2627.43
276,"1968 Ford Mustang",11,163.44,30,4903.20
276,"2002 Suzuki XREO",11,126.52,35,4428.20
276,"1970 Plymouth Hemi Cuda",11,71.82,36,2585.52
276,"1969 Dodge Super Bee",11,65.13,32,2084.16
276,"1976 Ford Gran Torino",11,136.70,36,4921.20
276,"1957 Vespa GS150",11,52.84,38,2007.92
276,"1957 Corvette Convertible",11,120.53,33,3977.49
276,"1982 Ducati 900 Monster",11,66.49,38,2526.62
276,"1971 Alpine Renault 1600s",11,53.27,34,1811.18
276,"1961 Chevrolet Impala",11,77.61,24,1862.64
276,"1982 Ducati 996 R",11,37.01,26,962.26
276,"1974 Ducati 350 Mk3 Desmo",11,83.68,34,2845.12
276,"2002 Yamaha YZR M1",11,75.66,48,3631.68
452,"1968 Dodge Charger",11,116.27,47,5464.69
452,"1969 Dodge Charger",11,93.28,41,3824.48
452,"1948 Porsche 356-A Roadster",11,70.07,20,1401.40
452,"1956 Porsche 356A Coupe",11,130.60,34,4440.40
233,"1993 Mazda RX-7",11,134.46,35,4706.10
233,"1995 Honda Civic",11,128.03,35,4481.05
233,"1992 Ferrari 360 Spider red",11,165.95,39,6472.05
233,"1982 Lamborghini Diablo",11,34.74,36,1250.64
175,"1965 Aston Martin DB5",11,109.51,42,4599.42
175,"1999 Indy 500 Monte Carlo SS",11,117.48,39,4581.72
175,"1948 Porsche Type 356 Roadster",11,139.87,48,6713.76
175,"1970 Chevy Chevelle SS 454",11,61.00,32,1952.00
175,"1966 Shelby Cobra 427 S/C",11,43.27,34,1471.18
175,"1949 Jaguar XK 120",11,79.97,22,1759.34
175,"1969 Chevrolet Camaro Z28",11,77.91,24,1869.84
175,"2002 Chevy Corvette",11,87.81,22,1931.82
278,"1937 Lincoln Berline",11,101.71,43,4373.53
278,"1936 Mercedes-Benz 500K Special Roadster",11,51.75,48,2484.00
278,"1917 Grand Touring Sedan",11,168.30,24,4039.20
278,"1911 Ford Town Car",11,55.09,26,1432.34
278,"1932 Model A Ford J-Coupe",11,127.13,31,3941.03
278,"1928 Mercedes-Benz SSK",11,140.06,22,3081.32
278,"1934 Ford V8 Coupe",11,56.84,28,1591.52
278,"18th Century Vintage Horse Carriage",11,86.92,31,2694.52
278,"1917 Maxwell Touring Car",11,90.28,29,2618.12
278,"1932 Alfa Romeo 8C2300 Spider Sport",11,77.31,21,1623.51
278,"1957 Ford Thunderbird",11,58.44,39,2279.16
278,"1939 Chevrolet Deluxe Coupe",11,29.87,31,925.97
278,"1938 Cadillac V-16 Presidential Limousine",11,39.42,27,1064.34
278,"1952 Citroen-15CV",11,98.65,23,2268.95
278,"1936 Mercedes Benz 500k Roadster",11,35.70,35,1249.50
278,"1936 Chrysler Airflow",11,93.49,22,2056.78
333,"1952 Alpine Renault 1300",11,207.87,34,7067.58
333,"1958 Setra Bus",11,113.44,43,4877.92
333,"1940 Ford Pickup Truck",11,108.50,48,5208.00
333,"1913 Ford Model T Speedster",11,100.30,46,4613.80
333,"1939 Cadillac Limousine",11,44.27,49,2169.23
324,"1962 LanciaA Delta 16V",11,119.67,33,3949.11
324,"1957 Chevy Pickup",11,109.02,26,2834.52
324,"1964 Mercedes Tour Bus",11,101.87,48,4889.76
324,"1926 Ford Fire Engine",11,59.55,41,2441.55
324,"1992 Ferrari 360 Spider red",11,150.71,29,4370.59
324,"1940s Ford truck",11,102.92,47,4837.24
324,"1962 Volkswagen Microbus",11,121.40,28,3399.20
324,"1958 Chevy Corvette Limited Edition",11,32.18,37,1190.66
324,"1980’s GM Manhattan Express",11,89.57,22,1970.54
324,"1954 Greyhound Scenicruiser",11,50.86,50,2543.00
324,"1996 Peterbilt 379 Stake Bed with Outrigger",11,56.24,29,1630.96
324,"1982 Camaro Z28",11,80.92,42,3398.64
386,"2001 Ferrari Enzo",11,166.24,33,5485.92
386,"1969 Corvair Monza",11,145.04,47,6816.88
386,"1969 Ford Falcon",11,160.91,50,8045.50
386,"1998 Chrysler Plymouth Prowler",11,139.17,20,2783.40
386,"1970 Triumph Spitfire",11,140.75,36,5067.00
386,"1970 Dodge Coronet",11,55.49,27,1498.23
386,"1992 Porsche Cayenne Turbo Silver",11,101.72,29,2949.88
386,"1950's Chicago Surface Lines Streetcar",11,62.14,22,1367.08
386,"Diamond T620 Semi-Skirted Tanker",11,109.96,23,2529.08
386,"1962 City of Detroit Streetcar",11,52.14,38,1981.32
344,"1903 Ford Model A",11,113.37,23,2607.51
344,"Collectable Wooden Train",11,92.77,29,2690.33
344,"1904 Buick Runabout",11,82.50,35,2887.50
344,"18th century schooner",11,115.52,50,5776.00
344,"1912 Ford Model T Delivery Wagon",11,79.66,45,3584.70
344,"The Schooner Bluenose",11,58.67,24,1408.08
344,"The Mayflower",11,77.95,31,2416.45
344,"The USS Constitution Ship",11,64.33,32,2058.56
344,"The Titanic",11,88.15,44,3878.60
344,"The Queen Mary",11,83.42,24,2002.08
344,"Pont Yacht",11,52.96,40,2118.40
242,"1972 Alfa Romeo GTA",11,131.92,24,3166.08
242,"1980s Black Hawk Helicopter",11,127.73,42,5364.66
242,"1999 Yamaha Speed Boat",11,70.54,41,2892.14
242,"1941 Chevrolet Special Deluxe Cabriolet",11,104.81,48,5030.88
242,"1900s Vintage Bi-Plane",11,67.82,34,2305.88
242,"1937 Horch 930V Limousine",11,65.75,27,1775.25
242,"1940 Ford Delivery Sedan",11,68.77,21,1444.17
242,"Corsair F4U ( Bird Cage)",11,64.15,30,1924.50
242,"HMS Bounty",11,86.90,34,2954.60
242,"America West Airlines B757-200",11,91.74,22,2018.28
242,"American Airlines: MD-11S",11,68.11,45,3064.95
242,"Boeing X-32A JSF",11,41.71,45,1876.95
496,"P-51-D Mustang",11,82.79,24,1986.96
496,"1928 British Royal Navy Airplane",11,105.04,47,4936.88
496,"1900s Vintage Tri-Plane",11,66.65,27,1799.55
496,"1997 BMW F650 ST",11,86.90,45,3910.50
496,"1928 Ford Phaeton Deluxe",11,63.97,24,1535.28
496,"1930 Buick Marquette Phaeton",11,43.20,34,1468.80
496,"American Airlines: B767-300",11,75.81,23,1743.63
496,"ATA: B757-300",11,98.48,25,2462.00
496,"F/A 18 Hornet 1/72",11,80.00,39,3120.00
171,"1969 Harley Davidson Ultimate Chopper",11,76.56,29,2220.24
171,"1996 Moto Guzzi 1100i",11,99.91,42,4196.22
171,"2003 Harley-Davidson Eagle Drag Bike",11,164.61,41,6749.01
171,"2002 Suzuki XREO",11,131.04,40,5241.60
171,"1936 Harley Davidson El Knucklehead",11,48.46,25,1211.50
171,"1957 Vespa GS150",11,59.06,21,1240.26
171,"1957 Corvette Convertible",11,147.31,44,6481.64
171,"1997 BMW R 1100 S",11,98.05,48,4706.40
171,"1960 BSA Gold Star DBD34",11,61.70,28,1727.60
171,"1982 Ducati 900 Monster",11,60.95,35,2133.25
171,"1961 Chevrolet Impala",11,68.71,28,1923.88
171,"1982 Ducati 996 R",11,33.39,34,1135.26
171,"1974 Ducati 350 Mk3 Desmo",11,102.05,22,2245.10
171,"2002 Yamaha YZR M1",11,74.85,21,1571.85
167,"1968 Ford Mustang",11,155.66,27,4202.82
167,"1968 Dodge Charger",11,113.92,28,3189.76
167,"1970 Plymouth Hemi Cuda",11,67.03,20,1340.60
167,"1969 Dodge Charger",11,107.10,36,3855.60
167,"1993 Mazda RX-7",11,124.56,44,5480.64
167,"1965 Aston Martin DB5",11,124.44,42,5226.48
167,"1948 Porsche 356-A Roadster",11,74.69,22,1643.18
167,"1995 Honda Civic",11,129.45,21,2718.45
167,"1999 Indy 500 Monte Carlo SS",11,130.68,27,3528.36
167,"1992 Ferrari 360 Spider red",11,147.33,45,6629.85
167,"1969 Dodge Super Bee",11,73.17,30,2195.10
167,"1976 Ford Gran Torino",11,120.53,22,2651.66
167,"1948 Porsche Type 356 Roadster",11,137.04,39,5344.56
167,"1966 Shelby Cobra 427 S/C",11,45.28,34,1539.52
167,"1982 Lamborghini Diablo",11,32.85,37,1215.45
167,"1971 Alpine Renault 1600s",11,54.49,23,1253.27
167,"1956 Porsche 356A Coupe",11,122.17,25,3054.25
124,"1937 Lincoln Berline",11,83.22,25,2080.50
124,"1936 Mercedes-Benz 500K Special Roadster",11,44.21,32,1414.72
124,"1917 Grand Touring Sedan",11,159.80,44,7031.20
124,"1911 Ford Town Car",11,54.49,38,2070.62
124,"1932 Model A Ford J-Coupe",11,105.52,20,2110.40
124,"1928 Mercedes-Benz SSK",11,135.00,21,2835.00
124,"1917 Maxwell Touring Car",11,86.31,33,2848.23
124,"1932 Alfa Romeo 8C2300 Spider Sport",11,88.35,36,3180.60
124,"1957 Ford Thunderbird",11,61.29,44,2696.76
124,"1970 Chevy Chevelle SS 454",11,63.20,47,2970.40
124,"1939 Chevrolet Deluxe Coupe",11,31.86,39,1242.54
124,"1938 Cadillac V-16 Presidential Limousine",11,39.87,31,1235.97
124,"1949 Jaguar XK 120",11,87.24,36,3140.64
124,"1952 Citroen-15CV",11,116.27,20,2325.40
124,"1969 Chevrolet Camaro Z28",11,73.62,33,2429.46
124,"2002 Chevy Corvette",11,95.30,49,4669.70
124,"1936 Mercedes Benz 500k Roadster",11,34.88,23,802.24
339,"1952 Alpine Renault 1300",11,180.01,23,4140.23
339,"1962 LanciaA Delta 16V",11,127.06,28,3557.68
339,"1958 Setra Bus",11,114.80,41,4706.80
339,"1940 Ford Pickup Truck",11,108.50,21,2278.50
339,"1913 Ford Model T Speedster",11,91.18,37,3373.66
339,"1934 Ford V8 Coupe",11,51.22,39,1997.58
339,"18th Century Vintage Horse Carriage",11,90.06,22,1981.32
339,"1940s Ford truck",11,118.66,21,2491.86
339,"1939 Cadillac Limousine",11,42.26,40,1690.40
339,"1936 Chrysler Airflow",11,81.81,47,3845.07
339,"1996 Peterbilt 379 Stake Bed with Outrigger",11,52.36,49,2565.64
339,"1982 Camaro Z28",11,85.98,23,1977.54
484,"1957 Chevy Pickup",11,105.47,37,3902.39
484,"1998 Chrysler Plymouth Prowler",11,145.72,46,6703.12
484,"1964 Mercedes Tour Bus",11,119.05,46,5476.30
484,"1926 Ford Fire Engine",11,60.77,44,2673.88
484,"1992 Ferrari 360 Spider red",11,165.95,28,4646.60
484,"1970 Dodge Coronet",11,57.22,31,1773.82
484,"1962 Volkswagen Microbus",11,117.57,24,2821.68
484,"1958 Chevy Corvette Limited Edition",11,30.06,42,1262.52
484,"1992 Porsche Cayenne Turbo Silver",11,114.73,49,5621.77
484,"1980’s GM Manhattan Express",11,84.75,46,3898.50
484,"1954 Greyhound Scenicruiser",11,52.49,33,1732.17
484,"1950's Chicago Surface Lines Streetcar",11,59.03,48,2833.44
484,"Diamond T620 Semi-Skirted Tanker",11,92.60,45,4167.00
320,"2001 Ferrari Enzo",11,195.33,21,4101.93
320,"1969 Corvair Monza",11,146.55,33,4836.15
320,"1969 Ford Falcon",11,147.07,43,6324.01
320,"1903 Ford Model A",11,124.30,28,3480.40
320,"Collectable Wooden Train",11,94.79,49,4644.71
320,"1970 Triumph Spitfire",11,127.82,39,4984.98
320,"1904 Buick Runabout",11,87.77,47,4125.19
320,"18th century schooner",11,105.69,30,3170.70
320,"1912 Ford Model T Delivery Wagon",11,83.20,33,2745.60
320,"1962 City of Detroit Streetcar",11,46.86,20,937.20
320,"The Schooner Bluenose",11,64.67,21,1358.07
320,"The Mayflower",11,79.68,30,2390.40
320,"The USS Constitution Ship",11,61.44,39,2396.16
320,"The Titanic",11,99.17,37,3669.29
320,"The Queen Mary",11,93.35,22,2053.70
320,"Pont Yacht",11,47.50,28,1330.00
489,"1972 Alfa Romeo GTA",11,108.80,26,2828.80
489,"1980s Black Hawk Helicopter",11,137.19,32,4390.08
489,"1999 Yamaha Speed Boat",11,73.12,32,2339.84
489,"1941 Chevrolet Special Deluxe Cabriolet",11,98.46,46,4529.16
489,"1900s Vintage Bi-Plane",11,60.29,22,1326.38
489,"1937 Horch 930V Limousine",11,59.83,21,1256.43
489,"1940 Ford Delivery Sedan",11,68.77,36,2475.72
489,"HMS Bounty",11,80.56,24,1933.44
489,"Boeing X-32A JSF",11,42.71,28,1195.88
211,"P-51-D Mustang",11,70.12,45,3155.40
211,"1928 British Royal Navy Airplane",11,96.29,46,4429.34
211,"Corsair F4U ( Bird Cage)",11,55.96,43,2406.28
211,"1900s Vintage Tri-Plane",11,64.48,33,2127.84
211,"1928 Ford Phaeton Deluxe",11,61.22,31,1897.82
211,"1930 Buick Marquette Phaeton",11,39.71,41,1628.11
211,"American Airlines: B767-300",11,84.95,34,2888.30
211,"America West Airlines B757-200",11,95.73,44,4212.12
211,"F/A 18 Hornet 1/72",11,72.00,34,2448.00
211,"American Airlines: MD-11S",11,70.33,44,3094.52
167,"1969 Harley Davidson Ultimate Chopper",11,95.70,48,4593.60
167,"1996 Moto Guzzi 1100i",11,111.80,38,4248.40
167,"2003 Harley-Davidson Eagle Drag Bike",11,182.04,45,8191.80
167,"1936 Harley Davidson El Knucklehead",11,52.09,32,1666.88
167,"1997 BMW R 1100 S",11,95.80,25,2395.00
167,"1960 BSA Gold Star DBD34",11,61.70,40,2468.00
167,"1997 BMW F650 ST",11,81.91,44,3604.04
167,"ATA: B757-300",11,96.11,29,2787.19
205,"2002 Suzuki XREO",11,138.57,28,3879.96
141,"1982 Ducati 900 Monster",11,58.87,42,2472.54
141,"1982 Ducati 996 R",11,38.62,46,1776.52
141,"1974 Ducati 350 Mk3 Desmo",11,89.80,42,3771.60
141,"2002 Yamaha YZR M1",11,67.53,40,2701.20
259,"1968 Ford Mustang",11,155.66,21,3268.86
259,"1968 Dodge Charger",11,104.52,40,4180.80
259,"1970 Plymouth Hemi Cuda",11,70.22,30,2106.60
259,"1969 Dodge Super Bee",11,75.59,36,2721.24
259,"1976 Ford Gran Torino",11,119.06,23,2738.38
259,"1957 Vespa GS150",11,60.93,43,2619.99
259,"1957 Corvette Convertible",11,136.90,32,4380.80
259,"1971 Alpine Renault 1600s",11,53.27,48,2556.96
259,"1961 Chevrolet Impala",11,77.61,44,3414.84
363,"1969 Dodge Charger",11,99.04,27,2674.08
363,"1993 Mazda RX-7",11,140.12,22,3082.64
363,"1965 Aston Martin DB5",11,100.80,29,2923.20
363,"1948 Porsche 356-A Roadster",11,70.84,45,3187.80
363,"1995 Honda Civic",11,128.03,47,6017.41
363,"1999 Indy 500 Monte Carlo SS",11,110.88,38,4213.44
363,"1992 Ferrari 360 Spider red",11,137.17,26,3566.42
363,"1948 Porsche Type 356 Roadster",11,125.74,45,5658.30
363,"1970 Chevy Chevelle SS 454",11,72.02,37,2664.74
363,"1966 Shelby Cobra 427 S/C",11,49.30,47,2317.10
363,"1949 Jaguar XK 120",11,86.33,46,3971.18
363,"1952 Citroen-15CV",11,112.74,23,2593.02
363,"1982 Lamborghini Diablo",11,33.23,30,996.90
363,"1969 Chevrolet Camaro Z28",11,69.34,32,2218.88
363,"2002 Chevy Corvette",11,93.16,46,4285.36
363,"1956 Porsche 356A Coupe",11,112.34,45,5055.30
471,"1937 Lincoln Berline",11,92.47,28,2589.16
471,"1936 Mercedes-Benz 500K Special Roadster",11,46.36,46,2132.56
471,"1917 Grand Touring Sedan",11,153.00,21,3213.00
471,"1911 Ford Town Car",11,60.54,42,2542.68
471,"1932 Model A Ford J-Coupe",11,115.69,44,5090.36
471,"1928 Mercedes-Benz SSK",11,143.44,22,3155.68
471,"1913 Ford Model T Speedster",11,87.13,28,2439.64
471,"1934 Ford V8 Coupe",11,53.09,24,1274.16
471,"18th Century Vintage Horse Carriage",11,97.39,23,2239.97
471,"1917 Maxwell Touring Car",11,79.37,32,2539.84
471,"1932 Alfa Romeo 8C2300 Spider Sport",11,92.03,24,2208.72
471,"1957 Ford Thunderbird",11,66.28,25,1657.00
471,"1939 Chevrolet Deluxe Coupe",11,32.19,26,836.94
471,"1938 Cadillac V-16 Presidential Limousine",11,44.80,20,896.00
471,"1936 Mercedes Benz 500k Roadster",11,38.16,22,839.52
471,"1936 Chrysler Airflow",11,92.52,20,1850.40
146,"1952 Alpine Renault 1300",11,203.59,42,8550.78
146,"1962 LanciaA Delta 16V",11,134.44,26,3495.44
146,"1958 Setra Bus",11,124.37,38,4726.06
146,"1940 Ford Pickup Truck",11,103.84,21,2180.64
146,"1926 Ford Fire Engine",11,51.05,45,2297.25
146,"1940s Ford truck",11,113.82,32,3642.24
146,"1939 Cadillac Limousine",11,47.79,41,1959.39
146,"1962 Volkswagen Microbus",11,112.46,49,5510.54
146,"1980’s GM Manhattan Express",11,77.05,37,2850.85
146,"1996 Peterbilt 379 Stake Bed with Outrigger",11,61.41,39,2394.99
146,"1982 Camaro Z28",11,80.92,26,2103.92
319,"1957 Chevy Pickup",11,118.50,49,5806.50
319,"1998 Chrysler Plymouth Prowler",11,139.17,27,3757.59
319,"1964 Mercedes Tour Bus",11,112.91,35,3951.85
319,"1992 Ferrari 360 Spider red",11,150.71,50,7535.50
319,"1970 Dodge Coronet",11,54.33,44,2390.52
319,"1958 Chevy Corvette Limited Edition",11,31.82,32,1018.24
319,"1992 Porsche Cayenne Turbo Silver",11,95.81,34,3257.54
319,"1954 Greyhound Scenicruiser",11,51.95,32,1662.40
319,"1950's Chicago Surface Lines Streetcar",11,59.03,33,1947.99
319,"Diamond T620 Semi-Skirted Tanker",11,97.23,49,4764.27
455,"2001 Ferrari Enzo",11,203.64,47,9571.08
455,"1969 Corvair Monza",11,151.08,24,3625.92
455,"1969 Ford Falcon",11,147.07,38,5588.66
455,"1903 Ford Model A",11,127.03,49,6224.47
455,"Collectable Wooden Train",11,81.68,35,2858.80
455,"1970 Triumph Spitfire",11,126.39,27,3412.53
