Link,Price,Address,Number of Rooms,Living Space Area,Highlighted Description,Description
/rent/4000554535," CHF 1,130.– / monthTop","Parkweg 1, 8580 Amriswil",1.5 rooms 26m² living space ,1.5 rooms 26m² living space ," 1.5 Zi Wohnung im 2. Stock mit grossem Balkon, zentral, ruhig"," 1.5 Zi Wohnung im 2. Stock mit grossem Balkon, zentral, ruhig Die Wohnung befindet sich im 2. Stock eines Mehrfamilienhauses in einem zentralen und ruhigen Wohnquartier. Der Bahnhof ist nur wenige Gehminuten entfernt. Noch näher liegt ein kleiner Park mit Weiher. Auch das Einkaufszentrum ist bequem erreichbar. Ebenso sind Post und Restaurants in der näheren Umgebung vorhanden.Die familiäre Hausgemeinschaft bietet ein besonders angenehmes Wohnklima.Eine Einzelgarage kann für 120 Franken pro Monat dazugemietet werden.Ein Aussenparkplatz kann für 40 Franken pro Monat dazugemietet werden.Die Wohnung ist mit einem 1GB/s Glasfaseranschluss versehen.Ein Mietinteressentenformular finden Sie im Anhang.Weitere Details • Eingangsbereich/Essen, Wohnzimmer • Offene moderne Küche mit Granitarbeitsplatte, Glaskeramikkochfeld und Geschirrspüler • Bad/WC mit Fenster • Pflegeleichte Laminatböden in allen Zimmern, Keramikplatten in Bad und Küche • Grosszügiger, heller Wohnbereich • Grosser gedeckter Doppelbalkon mit Ausrichung gegen Süden • Kellerabteil, Waschküche mit Tumbler • Angenehme Mieterschaft • 1 GB/s Glasfaseranschluss vorhanden • Aussenparkplätze für Fr. 40.-/Monat vorhanden • Einzelgarage für Fr. 120.-/Monat vorhanden "
/rent/4000554182," CHF 4,640.– / monthTop","Glatttalstrasse 149, 8052 Zürich",3.5 rooms 140m² living space ,3.5 rooms 140m² living space ,NEUBAUWOHNUNGEN ZÜRICH SEEBACH,"NEUBAUWOHNUNGEN ZÜRICH SEEBACH UPDATE 16.01.2024:Besichtigungstermin der Wohnung findet am 01.02.2024 zwischen 15:00 - 18:00 statt.Bitte melden sie sich unter der Emailadresse tizian.gomes@bluewin.ch an.Vielen Dank!________________________________________________________Bei Fragen melden Sie sich bitte nur per E-Mail, danke: tizian.gomes@bluewin.chDer Komplette Stock gehört Ihnen 1 Stock = 1 Wohnung (Nachbarn haben Sie nur in den oberen / unteren Etagen. Ihre neue, exklusive Wohnoase besticht mit einem Balkon (11m2) und einer unbezahlbaren Aussicht ins Grüne. Dank Panoramafenster verbreitet der weitläufige Wohn-, Küchen- und Essbereich eine einmalige Atmosphäre. Geniessen Sie hier unbezahlbare Momente mit Ihrer Familie oder Freunden. Der schön verlegte, geräucherter Eiche-Parkettboden, zieht sich durch die ganze Wohnung und füllt die Räume mit Natürlichkeit, Wärme und Geborgenheit für erholsame Stunden. Die Wänden zeichnet sich ein Mix aus Sichtbeton und weissen Verputzwänden.1.OG mtl. kosten CHF 3'550.- inkl. NebenkostenWas zeichnet die Wohnung aus: • Grosszügige Raumaufteilung • 1 Stock eine Wohnung • Offener Wohn- und Essbereich • Offene Küche mit Keramikplatte • 3 Schlafzimmer • 1 Balkon/Terrasse (11m2) • 2 Nasszellen (inkl. Waschmaschine + Tumbler), Dusche &amp; Badewanne vorhanden • Bodenheizung und Kühlung (Free-Cooling) in der ganzen Wohnung • Schönes Kellerabteil mit Plattenboden (8m2) ________________________________________________________________________ • Zur Miete der Wohnung kann 1 Tiefgaragenparkplatz für CHF 150.-/Monat dazu gemietet werden. • Dazu gehört eine 11KW Ladestation____________________________________________________________________Diese Wohnung lässt keine Wünsche offen. Viele weitere Highlights werden Sie an der Besichtigung restlos überzeugen – melden Sie sich jetzt und fixieren Sie Ihren Termin. Distanzen: • Einkauf / Apotheken / Post: in einem Radius von 400-1000 m • Wald: ca. 5 Gehminuten entfernt • Nächste Bus-Haltestelle Zürich-Im Ebnet (150 m) • Zürich Hauptbahnhof: ca. 25 min mit dem ÖV • Autobahnanschluss: ca. 2 Min. mit Auto (Richtung Flughafen/St.Gallen &amp; Bern/Basel) • Flughafen: ca. 10 Min mit AutoBezug: per 01.02.2023 oder nach Vereinbarung "
/rent/4000554104," CHF 5,100.– / monthTop","Riva Antonio Caccia 3, 6900 Lugano",3.5 rooms 190m² living space ,3.5 rooms 190m² living space ,Appartamento a Lugano - DISPONIBILE PRIMAVERA 2024,"Appartamento a Lugano - DISPONIBILE PRIMAVERA 2024 Generoso appartamento ubicato al 2° piano con imprendibile vista sul lago di Lugano, a due passi dalla via Nassa.Importante sala da pranzo e soggiornoGrande terrazza di 45 m2,Vedi piano allegato "
/rent/4000552972," CHF 1,760.– / monthTop","Efringerstrasse 81, 4057 Basel",2 rooms 37m² living space ,2 rooms 37m² living space ,Attraktive  2-Zimmerwohnung  Juli oder nach Vereinbarung,"Attraktive  2-Zimmerwohnung  Juli oder nach Vereinbarung Die Wohnung ist optimal gelegen. Der Abschnitt der Efringerstrasse ist zwar belebt, aber dennoch sehr ruhig. Die Migros ist ein paar Schritte, die Tramstation 100 Meter entfernt. In der Nähe befinden sich die Messe, die Novartis, der Rhein und das Musicaltheater. Die Wohnung ist sehr hell und weist eine gute Aufteilung aus. Der Parkettboden ist renoviert, die Wände frisch gestrichen und die Küche hat einen neuen Boden und einen neuen Herd. Der zweite Stock ist mit dem Lift zu erreichen. Zur Wohnung gehört ein Kellerabteil. Vorhanden sind eine Waschküche für das ganze Haus sowie ein Veloraum. "
/rent/4000552952," CHF 3,900.– / monthTop","Realpstrasse 83, 4054 Basel",2.5 rooms 58m² living space ,2.5 rooms 58m² living space ,Schöne Attikawohnung mit 58m2 Terrasse rund um die Wohnung an ruhiger Lage,"Schöne Attikawohnung mit 58m2 Terrasse rund um die Wohnung an ruhiger Lage Schöne Attikawohnung in ruhiger Seitenstrasse 150m vom Neuweilerplatz mit guter Tram und Busanbindung sowie alle Infrastrukturen wie Banken, Einkaufsläden, Apotheke, Bäckerei uswDie neu renovierte Wohnung hat einen direkten Liftzugang mit 2 Schlafzimmern, ein grosses Badezimmer mit separater Dusche sowie eine Badewanne, die Küche ist offen zum WohnzimmerDie Terasse ist mit 58m2 rund um die Wohnung begehbar mit Sonne den ganzen Tag, es besteht die Möglichkeit einen Parkplatz zu mietenEs besteht die Möglichkeit das Fitnesscenter mit Sauna, Hallenbad sowie Solarium gegen Aufpreis zu benützen "
/rent/4000552661," CHF 3,460.– / monthTop","Hauptstrasse 53, 4457 Diegten",5.5 rooms 210m² living space ,5.5 rooms 210m² living space ,Bauernhaus in Diegten mit Garden,"Bauernhaus in Diegten mit Garden Per sofort vermiete ich einen schönen 8 ½-Zimmer-Hausteil in Diegten, Kt. Baselland (eine Fahrminute bis Autobahnanschluss Diegten). Der 5.5 Zimmer-Hausteil ist an sonniger Lage,verfügt über insgesamt ca. 210 m2 Wohnfläche. Die grosszügige, gut ausgestattete Wohnküche mit Tiba Herd elektrisch, inkl. Holzfeuerung, sowie Holzfeuerung für eine grosse, heimelige, grüne Kaust.Die Bodenbeläge bestehen aus edlem Vinyl Eichenparkett. Der Hausteil erstreckt sich über 2 Etagen, bietet 1 Badezimmer, separat WC und viele Einbauschränke. Das heimelige, Kirschbaum Wohnzimmer verfügt über eine Kaust, welche gemütliche Stunden garantiert. Eine Waschküche mit Waschmaschine/Tumbler (Neu) sowie Keller runden das Angebot ab. Auf dem grossen Gartensitzplatz lässt es sich gut gehen und die kleine Angrenzende Wiese mit Baumbestand bietet sich zum Geniessen an. Auch ein kleiner Gemüsegarten bzw. Hochbett könnte angelegt werden.Das alleinstehende Haus bietet viel Privatsphäre und ist geeignet für Familien (Tagesschule in Diegten/Sissach), wie auch für kleinere Personenhaushalte oder für die Kombination Wohnen/Arbeiten ideal. Es würde auch die Möglichkeit bestehen, eine WG zu gründen.Haustiere auf Anfrage möglich, Miete 3460.00 exkl. NK, grosser Autoabstellplatz (mind. 3 Autos) "
/rent/4000552409," CHF 3,100.– / monthTop","Oberdorfstrasse 8, 9205 Waldkirch",3.5 rooms 190m² living space ,3.5 rooms 190m² living space ,Exklusive Wohnung in Waldkirch,"Exklusive Wohnung in Waldkirch Diese im 2015 neu erstellte 4 1/2-Zimmer Wohnung bietet auf 190 m2 lichtdurchflutete Räume in moderner Eleganz!Zur gehobenen Austattung gehört eine edle Küche (Elbau) mit Chromstahlabdeckung, hochwertigen Geräten, Hochglanzfronten und durchdachten Einteilungselementen. Ein exklusives Bad mit grosser Badewanne und Regenwalddusche lädt zur Entspannung ein.Weitere Highlights dieser schönen Wohnung sind: • grosser Wohn- / Essbereich mit offener Küche • lichtdurchflutete Räume mit grossen Fenstern • grosser, gedeckter Balkon mit Sonnen- / Sicht- und Windschutz • hochwertige Bodenbeläge (Parkett- und Plattenböden) • eigene Waschmaschine und Tumbler • separates Gäste-WC • alle eingebauten Leuchten sind LED (auch bei den Spiegelschränken) • alle Fenster mit elektrisch bedienbaren Storen • Wasser enthärtet • eigener abgeschlossener Keller (12.5 m2) • ganze Wohnung barrierefrei • Lift • gute verkehrsfreie Lage, nahe ÖV (Autobahnanschluss Gossau 10 min.) • Einkaufsmöglichkeiten im Dorf • 2 Parkplätze in Einstellhalle (à Fr. 125.--) - direkt mit Lift erreichbar, bei Bedarf mit e-Ladestation "
/rent/4000530267," CHF 3,440.– / monthTop","Bachmattstrasse 39, 8048 Zürich",2.5 rooms 39m² living space ,2.5 rooms 39m² living space ,Moderne Wohnung an bester Lage zu vermieten,"Moderne Wohnung an bester Lage zu vermieten Erstvermietung an hochklassiger Lage in Zürich-Altstetten - sichern Sie sich jetzt diese traumhafte Wohnung!Per 01.07.2024 vermieten wir an der Bachmattstrasse 39 in Zürich insgesamt 21 Wohnungen (3x Gartensitzplatz-Wohnungen und 18 x Geschoss-Wohnungen, zwei davon Attikawohnungen mit Terrasse).Klare Grundrisse und modernes Design sorgen für ein neues Wohnerlebnis. Ein barrierefreier Zugang zu den Wohnungen ist via Lift möglich. Diese tollen Objekte werden nach neusten Standards realisiert, überzeugen durch ihre moderne Raumgestaltung und beeindrucken mit einem hochwertigen Innenausbau.Die Wohnungen verfügen über einen gehobenen Ausbaustandard und bieten folgende Highlights: • Grosszügiger Balkon/Terrasse • Parkettböden in den Wohn- und Schlafzimmern • Plattenböden in den Nasszellen • Moderne Küche mit Kochfeld, Geschirrspüler und Backofen • Eigene Waschmaschine/Tumbler in der Wohnung • Kellerabteil • Veloraum zur Mitbenützung Insgesamt stehen 5 Parkplätze für diese 21 Wohnungen in der Liegenschaft zur Verfügung. Die Anbindung an den öffentlichen Verkehr ist hervorragend, die Tramhaltestelle und der Bahnhof Zürich-Altstetten befinden sich nur 4 Gehminuten von der Liegenschaft entfernt und in einigen Minuten erreichen Sie den HB Zürich.Für Ihre Wohnungsbewerbung lassen Sie uns bitte das ausgefüllte und unterschriebene Anmelde-formular mit den darauf aufgeführten Unterlagen zukommen. Da sich die Liegenschaft noch in der Bauphase befindet, können vorerst keine Besichtigungen durchgeführt werden.Fotos und Animationen können vom Original abweichen. Haben wir Ihr Interesse geweckt? Wir freuen uns, Sie bald in unserer Überbauung begrüssen zu dürfen.Einen umfassenden Einblick gewinnen Sie, wenn Sie unsere Homepage besuchen: "
/rent/4000551932," CHF 2,940.– / monthTop","Städlenstrasse 6, 9450 Altstätten SG",3.5 rooms 150m² living space ,3.5 rooms 150m² living space ,Attikawohnung in Altstätten SG,"Attikawohnung in Altstätten SG In zentraler Lage in Altstätten vermieten wir eine exklusive AttikawohnungEinige Details: • Durch die grossen Fenster sind die Räumlichkeiten sehr sonnig und hell. • Die Wohn-/Essbereich, Küche und die 2 Nasszellen sind mich hochwertigen keramischen Bodenplatten ausgestattet. • Die Böden in den Zimmer sind mit strapazierfähigen Teppichen belegt. • Grosses Bad mit Badewanne, WC mit Closomat, Doppellavabo • Kleineres Bad mit Dusche, WC, Lavabo und Waschmaschine/Tumbler • Grosszügiger Südbalkon • Geräumiges Kellerabteil Einen Tiefgaragenplatz kann für Fr. 150.-- p/M dazu gemietet werden.Haben wir Sie neugierig gemacht? Wir freuen uns auf Ihre Kontaktaufnahme. "
/rent/4000530313," CHF 2,260.– / monthTop","Bachmattstrasse 39, 8048 Zürich",1.5 rooms 22m² living space ,1.5 rooms 22m² living space ,Perfekt für Singels!,"Perfekt für Singels! Erstvermietung an hochklassiger Lage in Zürich-Altstetten - sichern Sie sich jetzt diese traumhafte Erdgeschoss-Wohnung!Per 01.07.2024 vermieten wir an der Bachmattstrasse 39 in Zürich insgesamt 21 Wohnungen (3x Gartensitzplatz-Wohnungen und 18 x Geschoss-Wohnungen, zwei davon Attikawohnungen mit Terrasse).Klare Grundrisse und modernes Design sorgen für ein neues Wohnerlebnis. Ein barrierefreier Zugang zu den Wohnungen ist via Lift möglich. Diese tollen Objekte werden nach neusten Standards realisiert, überzeugen durch ihre moderne Raumgestaltung und beeindrucken mit einem hochwertigen Innenausbau.Die Wohnungen verfügen über einen gehobenen Ausbaustandard und bieten folgende Highlights: • Grosszügiger Balkon/Terrasse • Parkettböden in den Wohn- und Schlafzimmern • Plattenböden in den Nasszellen • Moderne Küche mit Kochfeld, Geschirrspüler und Backofen • Eigene Waschmaschine/Tumbler in der Wohnung • Kellerabteil • Veloraum zur Mitbenützung Insgesamt stehen 5 Parkplätze für diese 21 Wohnungen in Liegenschaft der zur Verfügung. Die Anbindung an den öffentlichen Verkehr ist hervorragend, die Tramhaltestelle sowie der Bahnhof Zürich-Altstetten befinden sich nur 4 Gehminuten von der Liegenschaft entfernt und in einigen Minuten erreichen Sie den HB Zürich.Für Ihre Wohnungsbewerbung lassen Sie uns bitte das ausgefüllte und unterschriebene Anmelde-formular mit den darauf aufgeführten Unterlagen zukommen. Da sich die Liegenschaft noch in der Bauphase befindet, können vorerst keine Besichtigungen durchgeführt werden.Fotos und Animationen können vom Original abweichen. Haben wir Ihr Interesse geweckt? Wir freuen uns, Sie bald in unserer Überbauung begrüssen zu dürfen.Einen umfassenden Einblick gewinnen Sie, wenn Sie unsere Homepage besuchen: "
/rent/4000551808," CHF 2,780.– / monthTop","Luzernstrasse 9, 6210 Sursee",3.5 rooms 64m² living space ,3.5 rooms 64m² living space ,Einzigartige 3.5 Zimmer Altbau-Wohnung mit 64m2 Charme & Balkon,"Einzigartige 3.5 Zimmer Altbau-Wohnung mit 64m2 Charme & Balkon Ihr neues Zuhause zum Wohlfühlen wartet auf Sie!Mit Baujahr 1905 erzählt das Gebäude Geschichten und Szenarien der letzten 120 Jahre. Die 3 Wohnungen wurden fortlaufend saniert, renoviert und auf den neusten Standard gebracht.Geheizt wird mit einer Wärmepumpe (neu ersetzt Ende 2023).Das erste Obergeschoss mit speziellem Charme und Balkon könnte Ihr neues Reich werden. Der Ofen, ein Schmuckstück aus früherer Bauzeit, bildet die Zierde des Wohnzimmers. Edle Tapeten, wertige Holzböden und hohe, stielgerechte Fenster werten die Räume auf.Einbauschränke sind im Gang und in den Schlafzimmern integriert.An den Sonnentagen ladet ein grosszügiger Balkon (17.23m2) zum Verweilen ein. Auf dem Balkon, abgewandt von der Strasse, ist die Aussicht ins Grüne zu geniessen. Ebenfalls steht dem Mieter auf Wunsch die Hälfte des Gartens (Grundstückseite mit Parkplätzen) zur alleinigen Verfügung.Zentrale und doch ruhige Lage:Innerhalb eines kleinen Radius ist hier vieles in kurzer Zeit zu Fuss erreichbar. Bäckerei, Schulanlagen, Einkaufen, Restaurants, Sportanlagen und Kultur sind vielfältige Angebote.Wenige Meter führen in die Natur, zur Sure oder zum See und die wunderbar hüglige Umgebung. Die Bushaltestelle (Spital Fussweg) liegt vor dem Haus. Der öffentliche Verkehr bietet eine optimale Verkehrsanbindung.Vom Bahnhof Sursee sind es 45 Minuten in die Stadt Bern und 26 Minuten nach Luzern. Autobahnanschlüsse Richtung Nord und Süd sind per Auto in 4 Minuten erreichbar.Fakten in Kürze:- 5 Minuten zu Fuss ins Städtli- 15 Minuten zu Fuss zum Bahnhof- 15 Minuten zu Fuss bis zum See- Bushaltestelle in einer Minute zu Fuss erreichbar (Haltestelle Spital Fussweg)- Autobahnanschluss in 4 Minuten erreichbar Die Wohnung:- 64m2 Wohnfläche- 17.23m2 Balkon- 3 Schlafzimmer- Frisch gestrichen- Nasszelle 1 = Dusche, Badewanne, WC, Lavabo + WM/TM (neu)- Nasszelle 2 = WC &amp; Lavabo- Reduit und Estrich ausserhalb der Wohnung bieten zusätzlichen Stauraum- Küche + Nasszellen = Plattenboden- Wohnzimmer und Schlafzimmer = Holzboden- Einbauschränke in Zimmern und Eingang- Neue Waschmaschine &amp; Tumbler in der Wohnung- Frisch gestrichen- Kellerabteil- Verkehrsgeräusche durch gut isolierte Fenster fast nicht zu hören- Aussenparkplätze direkt vor dem Haus können für 80 CHF/monatlich dazu gemietet werden- Beheizter Hobbyraum im Keller kann dazu gemietet werden- Treppenhaus frisch renoviert- Mitbenützung von «Schuppen» und alleinige Nutzung der Hälfte des Gartens (Hausseite mit Parkplätzen) Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktaufnahme.Zur Info: Das Haus wird privat vermietet. Es besteht daher Spielraum für Mietreduktionen im Zusammenhang mit Hausabwarts- und Gartenarbeiten. "
/rent/4000551683," CHF 3,000.– / monthTop","Luzernstrasse 9, 6210 Sursee",3.5 rooms 62m² living space ,3.5 rooms 62m² living space ,Einzigartige 3.5 Zimmer Dachwohnung mit 62m2 Charme und grosser Dachterrasse,"Einzigartige 3.5 Zimmer Dachwohnung mit 62m2 Charme und grosser Dachterrasse Ihr neues Zuhause zum Wohlfühlen wartet auf Sie! Mit Baujahr 1905 erzählt das Gebäude Geschichten und Szenarien der letzten 120 Jahre. Die 3 Wohnungen wurden fortlaufend saniert, renoviert und auf den neusten Standard gebracht.Geheizt wird mit einer Wärmepumpe (neu ersetzt Ende 2023).Der Innenausbau der Dachwohnung wurde einfallsreich umgesetzt. Die abgerundete Küche ist harmonisch ins grosse Ganze eingefügt. Es sind Holzdecken und Bodenplatten in Rot eingebaut. Die Schlafzimmer und das Wohnzimmer verfügen über einen wunderschönen Holzboden. Die Fenster in den Räumen sind hoch und bringen viel Tageslicht in das Innere. Ein besonderer Blickfang ist das offene Cheminée im Wohnzimmer.Für Sonnentage steht eine grosse Terrasse (ca. 45m2) zur Verfügung. Der weite Blick über die Häuser der Nachbarschaft und in den Sternenhimmel wirkt befreiend.Zentrale und doch ruhige Lage:Innerhalb eines kleinen Radius ist hier vieles in kurzer Zeit zu Fuss erreichbar. Bäckerei, Schulanlagen, Einkaufen, Restaurants, Sportanlagen und Kultur sind vielfältige Angebote.Wenige Meter führen in die Natur, zur Sure oder zum See und die wunderbar hügelige Umgebung. Die Bushaltestelle (Spital Fussweg) liegt vor dem Haus. Der öffentliche Verkehr bietet eine optimale Verkehrsanbindung.Vom Bahnhof Sursee sind es 45 Minuten in die Stadt Bern und 26 Minuten nach Luzern. Autobahnanschlüsse Richtung Nord und Süd sind per Auto in 4 Minuten erreichbar. Fakten in Kürze:- 5 Minuten zu Fuss ins Städtli- 15 Minuten zu Fuss zum Bahnhof- 15 Minuten zu Fuss bis zum See- Bushaltestelle in einer Minute zu Fuss erreichbar (Haltestelle Spital Fussweg)- Autobahnanschluss in 4 Minuten erreichbar Die Wohnung:- 62m2 Wohnfläche- Ca. 45m2 Dachterrasse- 3 Schlafzimmer- Offene Küche / Wohnen- Reduit und Estrich ausserhalb der Wohnung bieten zusätzlichen Stauraum- Küche + Nasszelle = Plattenboden- Wohnzimmer und Schlafzimmer = Holzboden- Waschküche im Keller zur alleinigen Benutzung- Kellerabteil- Waschzelle mit Badewanne / Dusche- Cheminée im Wohnzimmer- Neuer Kühlschrank mit Gefrierfach- Verkehrsgeräusche durch gut isolierte Fenster fast nicht zu hören- Aussenparkplätze direkt vor dem Haus können für 80 CHF/monatlich dazu gemietet werden- Beheizter Hobbyraum im Keller kann dazu gemietet werden- Treppenhaus frisch renoviert- Mitbenützung von «Schuppen» und Garten in Absprache mit den zwei weiteren Mietparteien Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktaufnahme.Zur Info: Das Haus wird privat vermietet. Es besteht daher Spielraum für Mietreduktionen im Zusammenhang mit Hausabwarts- und Gartenarbeiten. "
/rent/3003070063," CHF 1,280.– / monthTop","Rue de Lorette 20, 2900 Porrentruy",2.5 rooms ,2.5 rooms ,appartement spacieux et lumineux,"appartement spacieux et lumineux Vous recherchez un nouveau chez-vous ? Ne cherchez plus ! Nous avons l'appartement idéal pour vous.Situé dans un quartier calme, cet appartement de 2.5 pièces offre un espace généreux et une abondance de lumière naturelle. Dès que vous franchirez la porte d'entrée, vous serez accueilli par une atmosphère chaleureuse et conviviale.Ne manquez pas cette opportunité de vivre dans cet appartement. Contactez-nous dès aujourd'hui pour organiser une visite: Mme Frida 044 552 77 16 / f.thaler@escaverwaltung.ch "
/rent/3002334214," CHF 1,150.– / monthTop","Rue du 23-Juin 15, 2830 Courrendlin",2 rooms ,2 rooms ,TRÈS BEL APPARTEMENT AVEC ASCENSSEUR,TRÈS BEL APPARTEMENT AVEC ASCENSSEUR L'occasion unique!À partir de maintenant nous louons une très jolie et une bien conservé 2 pièce-appartement à Courrendlin. - nouveau ascenseur dans le bâtiment! - Les sols en pierre et sol en linoléum - chambres spacieuses et lumineuses - grande et pratique cuisine - Les transports publics et le shopping à distance de marche de la maisonPour visiter l'appartement contacter044 552 77 16f.thaler@escaverwaltung.chBonne Chance!Die Gelegenheit! Per sofort vermieten wir eine schöne und gemütliche 2 Zi-Whg im ruhigen Courrendlin. - neuer Lift im Haus - Stein- und Linoleumboden - geräumige und helle Zimmer - grosse und praktisch eingerichtete Küche - schönes Badzimmer - ÖV und Einkauf nur wenige Gehminuten vom Haus entfernt. 
/rent/4000551383," CHF 4,640.– / monthTop","Falkenstr. 6, 4153 Reinach BL",3.5 rooms 160m² living space ,3.5 rooms 160m² living space ,Doppeleinfamilienhaus in Reinach BL,"Doppeleinfamilienhaus in Reinach BL Nachmieter gesucht für ein 3.5 Zimmerhaus in ruihger Familienfreundlicher LageWir suchen nach Verinbarung einen Nachmieter für ein Doppeleinfamilienhaus in Reinach- Offene Küche mit Geschirrspüler und Glaskeramikkochfeld- 1 Nasszellen mit Dusche und Badewanne- 1 Gäste WC im EG- Plattenboden in den Nasszellen und Küche- Wohnzimmer und übrige Zimmer mit Parkett- Ausgebauter Dachstock- Keller mit Waschküche, separatem Heizungsraum und Vorratsraum mit integrierter Bar- Garten -Garagenbox und Abstellplatz- Nettomiete 3250.- excl. NebenkostenDer Anschluss an die öffentlichen Verkehrsmittel befindet sich in unmittelbarer Nähe, sowie ein grosser Spielplatz und das Mischelieinkaufszentrum.Haben wir Ihr Interesse geweckt? Dann kontaktieren Sie uns um einen Besichtigungstermin zu vereinbaren. "
/rent/4000551380," CHF 2,480.– / monthTop","Spitzgartenweg 35, 4123 Allschwil",2 rooms 150m² living space ,2 rooms 150m² living space ,Charmante Duplex Wohnung in Allschwil,"Charmante Duplex Wohnung in Allschwil Wir vermieten per 1. Maerz 2024 oder nach Vereinbarung eine schöne 2-Z Wohnung an ruhiger, grüner Lage im 2. Obergeschoss eines 2-Familienhauses am Spitzgartenweg 25 in 4122 Allschwil.Die Wohnung im 2. Obergeschoss (ohne Lift) verfügt über eine Einbauküche mit Glaskeramik-Kochfeld, einen Einbau-Kochherd, Kühlschrank und eine Geschirrspülmaschine.Ein großes Badezimmer verfügt mit Dusche und separatem Bad. Eine Waschmaschine ist im Badezimmer auch vorhanden. Das Schlafzimmer bietet große Fenster zum Garten und hat einen Anschluss zum Balkon. Das Estrich ist ideal für Home Office und/oder Gästezimmer. Die Wohnung wurde im November 2022 gestrichen. Die Zimmerboden sind gemischt Parkett und Stein (Küche und Bad) Bevorzugt werden Einzelpersonen oder Ehepaare ohne Kinder. Die Liegenschaft, welche sich in einem gepflegten Zustand präsentiert, befindet sich in zwei Tramstationen vom Dorf. In der Nähe findet man zu Fuss einfach das Einkaufszentrum Migros Paradies welches die verschiedensten Einkaufsmöglichkeiten bietet. Die öffentlichen Verkehrsmittel (Tram 8, 6, und Bus 22, 61, 64 sind wenige Gehminuten erreichbar.Besichtungstermine: 1. Freitag, 12. Januar von12.00 - 20.00Uhr2. Samstag, 12. Januar von 10.00 - 14.00Uhr "
/rent/4000551245," CHF 3,810.– / monthTop","Ristenbühl Altgass 8, 9548 Matzingen",3.5 rooms 66m² living space ,3.5 rooms 66m² living space ,Einfamilienhaus mit Flair direkt in der Natur,"Einfamilienhaus mit Flair direkt in der Natur Dieses Einfamilienhaus besticht mit seiner tollen Lage. Hier lässt sich die freie Natur geniessen und Entspannung finden. Von jedem Raum aus haben Sie direkten Blick ins Grüne. Das Haus wurde dieses Jahr renoviert ohne an seinem Charm einzubüssen und besticht durch seine Grosszügigkeit. Das Erdgeschoss verfügt über eine grosszügige Küche mit allen Annehmlichkeiten vom Kühlschrank über den Backofen und das Glaskeramikkochfeld bis hin zum Geschirrspüler. Auch bezaubert die Küche mit dem direkten Zugang zum Aussenbereich sowie dem bereits eingerichteten Essbereich mit Sitzbank und Esstisch. Auf dem gleichen Stockwerk befindet sich auch das lichtdurchflutete Wohnzimmer mit einem wunderschönen und gepflegten Parkettboden sowie einer Wohnwand. Gleich daneben befinden sich das Elternschlafzimmer sowie ein Badezimmer mit Lavabo, WC und Dusche. Unter dem heimeligen Dach im Obergeschoss befinden sich noch ein weitläufiges Schlafzimmer mit Dachschrägen aus wundervollem hellem Holz sowie eines ohne Dachschrägen dafür mit zwei praktischen Abstellräumen. Auch in diesem Stock befindet sich ein Badezimmer mit einem romantischen Fenster mit Blick direkt ins Grüne sowie einem Lavabo, WC und einer Badewanne. Abgerundet wird dieses tolle Haus durch einen geräumigen Estrich. Im Kellergeschoss befindet sich eine geräumige Waschküche mit einem neuen Waschturm von Miele. Sowie ein Heizkeller mit einer neuen Wärmepumpen-Heizung. Hinzu kommt der grosse Kellerraum, welcher vielseitig genutzt werden kann und der kleinere Naturkeller, welcher perfekt zum Lagern von Lebensmitteln geeignet ist. Zu diesem fantastischen Haus gelangen Sie über eine eigene Zufahrtsstrasse, welche direkt bei den überdachten Parkplätzen mündet, welche im Mietzins enthalten sind. Gesucht wird eine Mieterin/ein Mieter, welche dieses Haus zu schätzen weiss und dieses hegt und pflegt, als wäre es sein eigenes. Auch sind wir sehr an einem langfristigen Mietverhältnis interessiert. Fühlen Sie sich durch diesen Beschrieb angesprochen, würden wir uns über eine Kontaktaufnahme freuen.Heiz- und Nebenkosten sind im Mietzins nicht inbegriffenGartenunterhalt geht zu Lasten des Mieters "
/rent/4000549776," CHF 3,770.– / monthTop","Rue du Centre 170, 1025 Saint-Sulpice",2.5 rooms 62m² living space ,2.5 rooms 62m² living space ,Magnifique appartement avec véranda et grande terrasse,"Magnifique appartement avec véranda et grande terrasse Magnifique 2.5 pièces d'environ 62m2 avec très belle terrasse de 45m2 au cœur de la Résidence Champagny Parc à St-Sulpice (Rue du Centre 170). L'appartement est composé d'un grand séjour/salle à manger/cuisine entièrement équipée, d'une chambre avec salle de bain, d'une seconde chambre, d'une salle de douche avec colonne de lavage / sèche-linge.Une belle véranda orientée plein sud ainsi qu'une place de parc avec borne de recharge (CHF 200.-/mois en sus) agrémentent ce superbe appartement.Loyer : Appartement : CHF 2'690.-Charges : 200.-Parking : 200.-Disponibilité: à convenirLibre dès le: 03.01.2024 "
